node1,node2,node_types,weight,min_type
1,31,"(0.0, 0.0)",0.40271102542642867,0.0
1,45,"(0.0, 0.0)",0.191563383766317,0.0
1,53,"(0.0, 0.0)",0.13202257382735783,0.0
1,144,"(0.0, 0.0)",0.47816124895269646,0.0
1,156,"(0.0, 0.0)",0.4222063594973423,0.0
1,179,"(0.0, 0.0)",0.30519741152244656,0.0
1,234,"(0.0, 0.0)",0.4070165844286961,0.0
1,302,"(0.0, 0.0)",0.3601733193894268,0.0
1,325,"(0.0, 0.0)",0.479542709255385,0.0
1,447,"(0.0, 0.0)",0.29660384353544755,0.0
1,456,"(0.0, 1.0)",0.46713135197715266,0.0
1,468,"(0.0, 1.0)",0.38323094864585167,0.0
1,515,"(0.0, 1.0)",0.20070954137759095,0.0
2,6,"(0.0, 0.0)",0.473559045948868,0.0
2,164,"(0.0, 0.0)",0.30772224488976985,0.0
2,364,"(0.0, 0.0)",0.20544880140804586,0.0
2,495,"(0.0, 1.0)",0.4587587165384399,0.0
3,135,"(0.0, 0.0)",0.41965438160467616,0.0
3,141,"(0.0, 0.0)",0.20750291564215503,0.0
3,249,"(0.0, 0.0)",0.2420276017316935,0.0
3,640,"(0.0, 1.0)",0.16513645872428614,0.0
4,36,"(0.0, 0.0)",0.2856171738533927,0.0
4,51,"(0.0, 0.0)",0.36142950903323345,0.0
4,214,"(0.0, 0.0)",0.268885737814406,0.0
4,273,"(0.0, 0.0)",0.36922520228174915,0.0
4,289,"(0.0, 0.0)",0.20103382799917022,0.0
4,333,"(0.0, 0.0)",0.4560237384172014,0.0
4,335,"(0.0, 0.0)",0.2762130518277549,0.0
4,338,"(0.0, 0.0)",0.4548039687601652,0.0
4,342,"(0.0, 0.0)",0.44636229679488076,0.0
4,493,"(0.0, 1.0)",0.4973565521836401,0.0
4,504,"(0.0, 1.0)",0.4103204723140181,0.0
4,554,"(0.0, 1.0)",0.4054552503051302,0.0
4,599,"(0.0, 1.0)",0.35377519698248755,0.0
4,600,"(0.0, 1.0)",0.23271291326438986,0.0
4,622,"(0.0, 1.0)",0.4766493994541432,0.0
6,118,"(0.0, 0.0)",0.4399887384922507,0.0
6,278,"(0.0, 0.0)",0.47060447299191654,0.0
6,364,"(0.0, 0.0)",0.2694618711432066,0.0
6,489,"(0.0, 1.0)",0.26003640129796946,0.0
6,495,"(0.0, 1.0)",0.10401831569487763,0.0
7,71,"(0.0, 0.0)",0.2819855492751348,0.0
7,92,"(0.0, 0.0)",0.45237882355388864,0.0
7,93,"(0.0, 0.0)",0.3457146221958204,0.0
7,130,"(0.0, 0.0)",0.4704615818533948,0.0
7,221,"(0.0, 0.0)",0.44965454517885134,0.0
7,285,"(0.0, 0.0)",0.29402334941293207,0.0
7,296,"(0.0, 0.0)",0.2629187136740228,0.0
7,335,"(0.0, 0.0)",0.49382434123885804,0.0
7,402,"(0.0, 0.0)",0.3945143977093898,0.0
7,529,"(0.0, 1.0)",0.26346601298839206,0.0
7,599,"(0.0, 1.0)",0.39393502002233954,0.0
8,339,"(0.0, 0.0)",0.2555359074572454,0.0
8,634,"(0.0, 1.0)",0.4874495461070806,0.0
9,48,"(0.0, 0.0)",0.2966105358883915,0.0
9,631,"(0.0, 1.0)",0.15574190187614795,0.0
10,105,"(0.0, 0.0)",0.21454428447292895,0.0
10,389,"(0.0, 0.0)",0.4241397529117027,0.0
11,272,"(0.0, 0.0)",0.43777232667220506,0.0
11,286,"(0.0, 0.0)",0.4471728189414038,0.0
11,397,"(0.0, 0.0)",0.4095899412827408,0.0
11,421,"(0.0, 0.0)",0.2284041374406314,0.0
11,565,"(0.0, 1.0)",0.32253809077378226,0.0
13,194,"(0.0, 0.0)",0.1897259339152176,0.0
14,100,"(0.0, 0.0)",0.42316981225035366,0.0
14,126,"(0.0, 0.0)",0.491165002824922,0.0
14,153,"(0.0, 0.0)",0.35873401009662104,0.0
14,158,"(0.0, 0.0)",0.20056502686161726,0.0
14,175,"(0.0, 0.0)",0.1451653195498193,0.0
14,202,"(0.0, 0.0)",0.2784720632307621,0.0
14,217,"(0.0, 0.0)",0.0986878918611641,0.0
14,222,"(0.0, 0.0)",0.3425479966369737,0.0
14,245,"(0.0, 0.0)",0.31615505689455337,0.0
14,319,"(0.0, 0.0)",0.23488622777846924,0.0
14,323,"(0.0, 0.0)",0.3461230561520045,0.0
14,393,"(0.0, 0.0)",0.2820193255789441,0.0
14,517,"(0.0, 1.0)",0.2902504608092796,0.0
14,561,"(0.0, 1.0)",0.2237013410777901,0.0
14,590,"(0.0, 1.0)",0.46471299745110806,0.0
14,602,"(0.0, 1.0)",0.13124427606566028,0.0
14,638,"(0.0, 1.0)",0.48975246808974465,0.0
15,46,"(0.0, 0.0)",0.38616427851368496,0.0
15,284,"(0.0, 0.0)",0.15537132940153994,0.0
15,316,"(0.0, 0.0)",0.4973684047062094,0.0
15,415,"(0.0, 0.0)",0.2018689674021166,0.0
15,463,"(0.0, 1.0)",0.3770513625489293,0.0
15,487,"(0.0, 1.0)",0.42780393873829387,0.0
15,512,"(0.0, 1.0)",0.3355776214231215,0.0
15,587,"(0.0, 1.0)",0.4318315064929835,0.0
16,42,"(0.0, 0.0)",0.227021430706444,0.0
16,69,"(0.0, 0.0)",0.2944016983646572,0.0
16,124,"(0.0, 0.0)",0.2730204571089903,0.0
16,424,"(0.0, 0.0)",0.19046545618562435,0.0
16,551,"(0.0, 1.0)",0.35673418675535107,0.0
16,581,"(0.0, 1.0)",0.4652182713522774,0.0
17,184,"(0.0, 0.0)",0.32584502451319,0.0
17,290,"(0.0, 0.0)",0.39505859059131965,0.0
19,27,"(0.0, 0.0)",0.09937227983699211,0.0
19,60,"(0.0, 0.0)",0.13735224788840925,0.0
19,146,"(0.0, 0.0)",0.2590861632739188,0.0
19,239,"(0.0, 0.0)",0.49369210040267664,0.0
19,275,"(0.0, 0.0)",0.2737608445340526,0.0
19,348,"(0.0, 0.0)",0.39008996398266826,0.0
19,416,"(0.0, 0.0)",0.2957117684502882,0.0
19,440,"(0.0, 0.0)",0.39041020734606446,0.0
19,604,"(0.0, 1.0)",0.38671851520195133,0.0
19,646,"(0.0, 1.0)",0.4832531841591916,0.0
21,38,"(0.0, 0.0)",0.18976366880939463,0.0
21,199,"(0.0, 0.0)",0.07186160309928394,0.0
21,366,"(0.0, 0.0)",0.18296677293979025,0.0
21,485,"(0.0, 1.0)",0.23302712288486668,0.0
21,506,"(0.0, 1.0)",0.16425117960002722,0.0
22,188,"(0.0, 0.0)",0.21783447844635515,0.0
22,307,"(0.0, 0.0)",0.17184775238564853,0.0
22,383,"(0.0, 0.0)",0.2554405214526433,0.0
22,429,"(0.0, 0.0)",0.4292658500276842,0.0
22,486,"(0.0, 1.0)",0.1573763006300506,0.0
23,82,"(0.0, 0.0)",0.062392948319497765,0.0
23,357,"(0.0, 0.0)",0.3977576397757773,0.0
24,86,"(0.0, 0.0)",0.2731512584631418,0.0
24,210,"(0.0, 0.0)",0.48620145001840587,0.0
24,392,"(0.0, 0.0)",0.23895480744274386,0.0
24,443,"(0.0, 0.0)",0.2743285985820664,0.0
24,452,"(0.0, 0.0)",0.1850913828356118,0.0
24,480,"(0.0, 1.0)",0.2705036968324026,0.0
25,44,"(0.0, 0.0)",0.3603278645900216,0.0
25,102,"(0.0, 0.0)",0.3975402495345578,0.0
25,168,"(0.0, 0.0)",0.17682375406036555,0.0
25,417,"(0.0, 0.0)",0.4033222532913355,0.0
25,462,"(0.0, 1.0)",0.4482970555334968,0.0
25,563,"(0.0, 1.0)",0.4140846411061438,0.0
25,608,"(0.0, 1.0)",0.23685195798219813,0.0
26,336,"(0.0, 0.0)",0.09308517604860049,0.0
27,60,"(0.0, 0.0)",0.16660351136755916,0.0
27,146,"(0.0, 0.0)",0.2689286336558483,0.0
27,239,"(0.0, 0.0)",0.4153043462329785,0.0
27,275,"(0.0, 0.0)",0.29876822120165253,0.0
27,348,"(0.0, 0.0)",0.48941889011357786,0.0
27,416,"(0.0, 0.0)",0.3927214025234704,0.0
27,440,"(0.0, 0.0)",0.39975532516777823,0.0
27,604,"(0.0, 1.0)",0.3877632525136993,0.0
27,646,"(0.0, 1.0)",0.46516798041137647,0.0
28,95,"(0.0, 0.0)",0.37597426773650283,0.0
28,171,"(0.0, 0.0)",0.42467419276429264,0.0
28,361,"(0.0, 0.0)",0.35584707389551967,0.0
28,401,"(0.0, 0.0)",0.23079690205893416,0.0
28,404,"(0.0, 0.0)",0.2510383436847878,0.0
28,407,"(0.0, 0.0)",0.1978132705356194,0.0
28,497,"(0.0, 1.0)",0.14603595447696985,0.0
29,256,"(0.0, 0.0)",0.44991017992484017,0.0
29,629,"(0.0, 1.0)",0.40897438795113106,0.0
30,357,"(0.0, 0.0)",0.4581689317271546,0.0
