node1,node2,node_types,weight,min_type
0,5286,"(0, 0)",0.45337013576105656,0
1,920,"(0, 0)",0.43801042225042464,0
1,1764,"(0, 0)",0.4656429533451553,0
1,3479,"(0, 0)",0.4679884720802385,0
1,3730,"(0, 0)",0.4774346133241735,0
1,3744,"(0, 0)",0.3893817278712539,0
1,3918,"(0, 0)",0.37965900489782134,0
1,4305,"(0, 0)",0.43591650576687196,0
1,4831,"(0, 0)",0.44834795639101443,0
1,4961,"(0, 0)",0.4674369690129328,0
1,4978,"(0, 0)",0.4490771091917269,0
1,5146,"(0, 0)",0.4432303802764432,0
1,5295,"(0, 0)",0.39235097807957237,0
1,5310,"(0, 0)",0.3229177604282574,0
1,5353,"(0, 0)",0.4581201807386372,0
1,5376,"(0, 0)",0.46574049641404197,0
1,6067,"(0, 0)",0.17278541605124006,0
1,7690,"(0, 1)",0.38209790630151214,0
1,7950,"(0, 1)",0.3229193397738855,0
2,2308,"(0, 0)",0.4981802485044958,0
2,3120,"(0, 0)",0.27998185655502733,0
2,7785,"(0, 1)",0.19763878667913276,0
3,73,"(0, 0)",0.37298260013035156,0
3,91,"(0, 0)",0.4698370462192178,0
3,152,"(0, 0)",0.22650315671089408,0
3,357,"(0, 0)",0.3278501029434053,0
3,384,"(0, 0)",0.15582021691680725,0
3,597,"(0, 0)",0.2710167891478312,0
3,656,"(0, 0)",0.33937768046823324,0
3,741,"(0, 0)",0.1418727951370523,0
3,892,"(0, 0)",0.3557742261603608,0
3,998,"(0, 0)",0.30622116190753473,0
3,1062,"(0, 0)",0.3634019812824324,0
3,1104,"(0, 0)",0.37363079369880176,0
3,1143,"(0, 0)",0.37965990043722453,0
3,1296,"(0, 0)",0.16340211136946559,0
3,1308,"(0, 0)",0.30606223223390355,0
3,1315,"(0, 0)",0.35918087365559875,0
3,1432,"(0, 0)",0.47694234452395307,0
3,1478,"(0, 0)",0.2863779321106994,0
3,1689,"(0, 0)",0.41851075255003645,0
3,1706,"(0, 0)",0.2603322876632859,0
3,1731,"(0, 0)",0.49284514809420815,0
3,1954,"(0, 0)",0.3153923905232962,0
3,1959,"(0, 0)",0.28777875182160856,0
3,1989,"(0, 0)",0.40796255955663413,0
3,2197,"(0, 0)",0.3282993298805228,0
3,2222,"(0, 0)",0.42276491103212493,0
3,2476,"(0, 0)",0.1797910175731772,0
3,2868,"(0, 0)",0.4669794428023538,0
3,2941,"(0, 0)",0.13716373427404255,0
3,2944,"(0, 0)",0.3446436565497742,0
3,2977,"(0, 0)",0.3787311711491398,0
3,3023,"(0, 0)",0.4945596121803735,0
3,3078,"(0, 0)",0.31817507759093994,0
3,3108,"(0, 0)",0.13754221170244674,0
3,3222,"(0, 0)",0.4501445212373468,0
3,3372,"(0, 0)",0.4576944941770593,0
3,3564,"(0, 0)",0.2792975474292619,0
3,3713,"(0, 0)",0.38834527163337235,0
3,3727,"(0, 0)",0.20184818552565864,0
3,3793,"(0, 0)",0.3518196128700081,0
3,3847,"(0, 0)",0.43863794865469785,0
3,3935,"(0, 0)",0.4799055115332593,0
3,4036,"(0, 0)",0.4248659317949633,0
3,4230,"(0, 0)",0.33623470968952235,0
3,4232,"(0, 0)",0.40987083331215785,0
3,4450,"(0, 0)",0.461707364030508,0
3,4587,"(0, 0)",0.2265709601868655,0
3,4588,"(0, 0)",0.3700974060973693,0
3,4779,"(0, 0)",0.29038121495716646,0
3,4786,"(0, 0)",0.26834539310373695,0
3,4886,"(0, 0)",0.383486244864136,0
3,4953,"(0, 0)",0.05009051806479955,0
3,4993,"(0, 0)",0.48358296082471836,0
3,5006,"(0, 0)",0.47643578790850605,0
3,5140,"(0, 0)",0.4700275842969241,0
3,5612,"(0, 0)",0.22566402017158319,0
3,5865,"(0, 0)",0.030480977674611668,0
3,6058,"(0, 0)",0.15230709110215804,0
3,6152,"(0, 0)",0.4834807958957628,0
3,6232,"(0, 0)",0.11464772130313006,0
3,6242,"(0, 0)",0.3909464029761613,0
3,6359,"(0, 0)",0.42951117564039826,0
3,6364,"(0, 0)",0.10489003765849234,0
3,6654,"(0, 0)",0.4098630137009202,0
3,6784,"(0, 0)",0.2767308620302439,0
3,6810,"(0, 0)",0.1352562383034486,0
3,6862,"(0, 0)",0.31803473080781686,0
3,6905,"(0, 0)",0.05143578520835393,0
3,7078,"(0, 0)",0.44777226354475896,0
3,7115,"(0, 0)",0.3724304633082525,0
3,7546,"(0, 1)",0.28322418682026435,0
3,7606,"(0, 1)",0.209739385905459,0
3,7804,"(0, 1)",0.2672385077042607,0
3,7858,"(0, 1)",0.16447470930206992,0
3,7940,"(0, 1)",0.2721038404727179,0
4,421,"(0, 0)",0.1570085984906595,0
4,898,"(0, 0)",0.3988509621399963,0
4,2066,"(0, 0)",0.19476164920230024,0
4,2790,"(0, 0)",0.48945015067930864,0
4,2983,"(0, 0)",0.3387205337737865,0
4,3694,"(0, 0)",0.44317212231817676,0
4,3710,"(0, 0)",0.18014896613636186,0
4,3924,"(0, 0)",0.06123536559864389,0
4,4823,"(0, 0)",0.4845338894236386,0
4,5662,"(0, 0)",0.20494118668535363,0
4,5943,"(0, 0)",0.3845889884019014,0
4,6441,"(0, 0)",0.2654770234879052,0
4,6459,"(0, 0)",0.3059411708155647,0
4,7117,"(0, 0)",0.3634635194899214,0
4,7195,"(0, 0)",0.48966789766125984,0
4,7510,"(0, 1)",0.1342517783867299,0
4,7542,"(0, 1)",0.39900647864414773,0
4,7931,"(0, 1)",0.1931549119230459,0
4,7947,"(0, 1)",0.2168069417707791,0
5,121,"(0, 0)",0.49362921307394125,0
5,147,"(0, 0)",0.4873339101683763,0
5,570,"(0, 0)",0.4520593987519747,0
5,1131,"(0, 0)",0.25631387008899703,0
5,1167,"(0, 0)",0.3995193362028927,0
5,1255,"(0, 0)",0.44870548247152137,0
5,1470,"(0, 0)",0.2693228545816349,0
5,1823,"(0, 0)",0.39413349261385966,0
5,1916,"(0, 0)",0.4055096669624535,0
5,1985,"(0, 0)",0.3407592258472244,0
5,2083,"(0, 0)",0.46532939945806095,0
5,2107,"(0, 0)",0.4072238327995996,0
5,2161,"(0, 0)",0.2895739111176984,0
5,2272,"(0, 0)",0.4649024521337775,0
5,2322,"(0, 0)",0.46349217900629225,0
5,2325,"(0, 0)",0.42862082310591965,0
5,2374,"(0, 0)",0.3883110222489156,0
5,2552,"(0, 0)",0.4819263014196312,0
5,2789,"(0, 0)",0.3691530305984236,0
5,2807,"(0, 0)",0.31990506404244207,0
5,2865,"(0, 0)",0.3904858128024647,0
5,2907,"(0, 0)",0.42640057457747155,0
5,2996,"(0, 0)",0.3550528129729423,0
