node1,node2,node_types,weight,min_type
0,172,"(0.0, 0.0)",0.22012326092441747,0.0
0,464,"(0.0, 0.0)",0.27174909383473717,0.0
0,489,"(0.0, 0.0)",0.4960360168374901,0.0
0,598,"(0.0, 0.0)",0.3829844513815126,0.0
0,654,"(0.0, 0.0)",0.4914456734980976,0.0
0,747,"(0.0, 0.0)",0.3609488744961019,0.0
0,788,"(0.0, 0.0)",0.4217855497761866,0.0
0,885,"(0.0, 0.0)",0.18591904152075991,0.0
0,1239,"(0.0, 0.0)",0.29160589843142914,0.0
0,1267,"(0.0, 0.0)",0.45859682728950085,0.0
0,1306,"(0.0, 0.0)",0.44528148400758716,0.0
0,1948,"(0.0, 1.0)",0.2956057002156771,0.0
1,170,"(0.0, 0.0)",0.3296097085948785,0.0
1,691,"(0.0, 0.0)",0.40171674100043125,0.0
1,1125,"(0.0, 0.0)",0.4874782661822033,0.0
1,1134,"(0.0, 0.0)",0.047800104602394033,0.0
1,1250,"(0.0, 0.0)",0.30493966616364726,0.0
1,1554,"(0.0, 1.0)",0.37000151351042654,0.0
1,1901,"(0.0, 1.0)",0.09072601611445881,0.0
1,2013,"(0.0, 1.0)",0.49567433865391947,0.0
1,2120,"(0.0, 1.0)",0.03916375875729551,0.0
2,58,"(0.0, 0.0)",0.08330720256975767,0.0
2,150,"(0.0, 0.0)",0.34440075493529976,0.0
2,169,"(0.0, 0.0)",0.3469741921238457,0.0
2,286,"(0.0, 0.0)",0.2840396099138299,0.0
2,340,"(0.0, 0.0)",0.4595569279207934,0.0
2,392,"(0.0, 0.0)",0.3460712354414845,0.0
2,398,"(0.0, 0.0)",0.41232168267021746,0.0
2,471,"(0.0, 0.0)",0.2574610261767812,0.0
2,474,"(0.0, 0.0)",0.41793934966691404,0.0
2,531,"(0.0, 0.0)",0.40513133672921403,0.0
2,632,"(0.0, 0.0)",0.4631002699200222,0.0
2,681,"(0.0, 0.0)",0.14514975025814142,0.0
2,742,"(0.0, 0.0)",0.10350946816595955,0.0
2,891,"(0.0, 0.0)",0.34474740028026657,0.0
2,1005,"(0.0, 0.0)",0.1383150389509444,0.0
2,1018,"(0.0, 0.0)",0.2977806239499117,0.0
2,1061,"(0.0, 0.0)",0.21453030089011246,0.0
2,1135,"(0.0, 0.0)",0.3745251526933849,0.0
2,1199,"(0.0, 0.0)",0.21940145851839796,0.0
2,1229,"(0.0, 0.0)",0.34778271952470236,0.0
2,1263,"(0.0, 0.0)",0.2944453939188088,0.0
2,1283,"(0.0, 0.0)",0.39707955122368394,0.0
2,1302,"(0.0, 0.0)",0.3278698674779431,0.0
2,1336,"(0.0, 0.0)",0.276859025498541,0.0
2,1393,"(0.0, 0.0)",0.25198962280221054,0.0
2,1441,"(0.0, 0.0)",0.3791472141530336,0.0
2,1451,"(0.0, 0.0)",0.17072542282858544,0.0
2,1470,"(0.0, 0.0)",0.4900465386062911,0.0
2,1541,"(0.0, 1.0)",0.16593323958749676,0.0
2,1596,"(0.0, 1.0)",0.38885222128722075,0.0
2,1644,"(0.0, 1.0)",0.42780710606534217,0.0
2,1900,"(0.0, 1.0)",0.45850266084287833,0.0
2,1912,"(0.0, 1.0)",0.3666436007896532,0.0
2,2079,"(0.0, 1.0)",0.3012260612895265,0.0
2,2104,"(0.0, 1.0)",0.3145253725854301,0.0
3,127,"(0.0, 0.0)",0.3195409989343981,0.0
3,144,"(0.0, 0.0)",0.48619120724259424,0.0
3,146,"(0.0, 0.0)",0.32769835214721516,0.0
3,314,"(0.0, 0.0)",0.4144693595430192,0.0
3,366,"(0.0, 0.0)",0.25726344474099105,0.0
3,390,"(0.0, 0.0)",0.3843199318276409,0.0
3,1188,"(0.0, 0.0)",0.47232701595399995,0.0
3,1197,"(0.0, 0.0)",0.4659598695166775,0.0
3,1432,"(0.0, 0.0)",0.07482045174951646,0.0
3,1473,"(0.0, 0.0)",0.17825781890285006,0.0
3,1507,"(0.0, 0.0)",0.19484509231694516,0.0
3,1609,"(0.0, 1.0)",0.22060836339541698,0.0
3,1628,"(0.0, 1.0)",0.2742083332067086,0.0
3,1710,"(0.0, 1.0)",0.09849639587315033,0.0
3,1882,"(0.0, 1.0)",0.4335040599579205,0.0
3,1977,"(0.0, 1.0)",0.27032195619298127,0.0
3,2031,"(0.0, 1.0)",0.2996044225307807,0.0
4,291,"(0.0, 0.0)",0.11131149985514573,0.0
4,337,"(0.0, 0.0)",0.4708170026666391,0.0
4,360,"(0.0, 0.0)",0.4155106015494695,0.0
4,441,"(0.0, 0.0)",0.06452286416457358,0.0
4,469,"(0.0, 0.0)",0.23565069488545654,0.0
4,520,"(0.0, 0.0)",0.09910040363187353,0.0
4,571,"(0.0, 0.0)",0.278455202860359,0.0
4,581,"(0.0, 0.0)",0.32092081577859816,0.0
4,634,"(0.0, 0.0)",0.414076635419092,0.0
4,648,"(0.0, 0.0)",0.1815491393535164,0.0
4,743,"(0.0, 0.0)",0.11090793479278994,0.0
4,887,"(0.0, 0.0)",0.13996088739359275,0.0
4,959,"(0.0, 0.0)",0.42495624480644456,0.0
4,1022,"(0.0, 0.0)",0.037909629383574214,0.0
4,1144,"(0.0, 0.0)",0.11466564437528126,0.0
4,1167,"(0.0, 0.0)",0.21235011184363164,0.0
4,1275,"(0.0, 0.0)",0.3725174492557442,0.0
4,1280,"(0.0, 0.0)",0.21013293411553124,0.0
4,1404,"(0.0, 0.0)",0.38057315985234497,0.0
4,1452,"(0.0, 0.0)",0.2919428197438686,0.0
4,1482,"(0.0, 0.0)",0.4622374498025977,0.0
4,1535,"(0.0, 1.0)",0.3912775102149444,0.0
4,1548,"(0.0, 1.0)",0.2467221311516302,0.0
4,1604,"(0.0, 1.0)",0.3737378760575412,0.0
4,1634,"(0.0, 1.0)",0.3045392749712288,0.0
4,1688,"(0.0, 1.0)",0.29840810980936916,0.0
4,1795,"(0.0, 1.0)",0.2899415458329544,0.0
4,1869,"(0.0, 1.0)",0.07489566075548315,0.0
4,1916,"(0.0, 1.0)",0.36513690583122366,0.0
4,1918,"(0.0, 1.0)",0.4003003872094092,0.0
4,1955,"(0.0, 1.0)",0.34390013085197196,0.0
4,1963,"(0.0, 1.0)",0.12318786466206232,0.0
4,2073,"(0.0, 1.0)",0.3506922439974922,0.0
4,2134,"(0.0, 1.0)",0.4211566216979173,0.0
5,32,"(0.0, 0.0)",0.42492700549622525,0.0
5,191,"(0.0, 0.0)",0.2389096063367799,0.0
5,382,"(0.0, 0.0)",0.164959692046265,0.0
5,388,"(0.0, 0.0)",0.21904597690895825,0.0
5,452,"(0.0, 0.0)",0.47048244388074884,0.0
5,497,"(0.0, 0.0)",0.40110971067776585,0.0
5,649,"(0.0, 0.0)",0.3885260609019702,0.0
5,671,"(0.0, 0.0)",0.3719357471391989,0.0
5,682,"(0.0, 0.0)",0.4869329522634517,0.0
5,684,"(0.0, 0.0)",0.4701341617028091,0.0
5,687,"(0.0, 0.0)",0.4362647017580038,0.0
5,705,"(0.0, 0.0)",0.46481140261399756,0.0
5,1411,"(0.0, 0.0)",0.4411354440531818,0.0
5,1460,"(0.0, 0.0)",0.36826362839683385,0.0
5,1598,"(0.0, 1.0)",0.3347845277189604,0.0
5,1656,"(0.0, 1.0)",0.39369706628319473,0.0
5,2102,"(0.0, 1.0)",0.4902474579230326,0.0
6,1042,"(0.0, 0.0)",0.19438839985966244,0.0
6,1382,"(0.0, 0.0)",0.08476821338213786,0.0
6,1728,"(0.0, 1.0)",0.36857677626242885,0.0
6,1899,"(0.0, 1.0)",0.18211339873825858,0.0
6,1907,"(0.0, 1.0)",0.15004166088123486,0.0
6,1922,"(0.0, 1.0)",0.498285189424688,0.0
7,96,"(0.0, 0.0)",0.19393921728211586,0.0
7,801,"(0.0, 0.0)",0.3466892700964362,0.0
7,1182,"(0.0, 0.0)",0.443244232900997,0.0
7,1552,"(0.0, 1.0)",0.3511393170808445,0.0
8,174,"(0.0, 0.0)",0.46711802577079115,0.0
8,393,"(0.0, 0.0)",0.24073439720987252,0.0
8,644,"(0.0, 0.0)",0.15567568853228517,0.0
8,741,"(0.0, 0.0)",0.1558061616239833,0.0
